Processor_DPC_Rate,Processor_pct_ Idle_Time,Processor_pct_ C3_Time,Processor_pct_ Interrupt_Time,Processor_pct_ C2_Time,Processor_pct_ User_Time,Processor_pct_ C1_Time,Processor_pct_ Processor_Time,Processor_C1_ransitions_sec,Processor_pct_ DPC_Time,Processor_C2_ransitions_sec,Processor_pct_ Privileged_Time,Processor_C3_ransitions_sec,Processor_DPCs_Queued_sec,Processor_Interrupts_sec,Process_Pool_Paged Bytes,Process_IO Read_Operations_sec,Process_Working_Set_ Private,Process_Working_Set_Peak,Process_IO_Write Operations_sec,Process_Page_File Bytes,Process_pct_ User_Time,Process_Virtual_Bytes Peak,Process_Page_File Bytes Peak,Process_IO_Other_Bytes_sec,Process_Private_Bytes,Process_IO_Write_Bytes_sec,Process_Elapsed_Time,Process_Virtual_Bytes,Process_pct_ Processor_Time,Process_Creating Process ID,Process_Pool Nonpaged Bytes,Process_Working Set,Process_Page Faults_sec,Process_ID Process,Process_IO Other Operations_sec,Process_IO Data Operations_sec,Process_Thread Count,Process_pct_ Privileged_Time,Process_IO Data Bytes_sec,Process_IO Read Bytes_sec,Process_Priority Base,Process_Handle Count,Network_I(Intel R _82574L_GNC)TCP_APS,Network_I(Intel R _82574L_GNC) Packets Received Unknown,Network_I(Intel R _82574L_GNC) Bytes Received sec,Network_I(Intel R _82574L_GNC) Bytes Sent sec,Network_I(Intel R _82574L_GNC) Packets Outbound Errors,Network_I(Intel R _82574L_GNC) Packets Received Discarded,Network_I(Intel R _82574L_GNC) Bytes Total sec,Network_I(Intel R _82574L_GNC) Packets Outbound Discarded,Network_I(Intel R _82574L_GNC) TCP RSC Exceptions sec,Network_I(Intel R _82574L_GNC) Packets Sent Unicast sec,Network_I(Intel R _82574L_GNC) Output Queue Length,Network_I(Intel R _82574L_GNC) Packets Received sec,Network_I(Intel R _82574L_GNC) Current Bandwidth,Network_I(Intel R _82574L_GNC) Packets sec,Network_I(Intel R _82574L_GNC) TCP Active RSC Connections,Network_I(Intel R _82574L_GNC) Packets Sent sec,Network_I(Intel R _82574L_GNC) Packets Received Unicast sec,Network_I(Intel R _82574L_GNC) Packets Sent Non-Unicast sec,Network_I(Intel R _82574L_GNC) Packets Received Non-Unicast sec,Network_I(Intel R _82574L_GNC) TCP RSC Coalesced Packets sec,Network_I(Intel R _82574L_GNC) Offloaded Connections,Network_I(Intel R _82574L_GNC) Packets Received Errors,Memory Pool Paged Bytes,Memory Free & Zero Page List Bytes,Memory Cache Bytes Peak,Memory System Code Resident Bytes,Memory Available Bytes,Memory Commit Limit,Memory Transition Pages RePurposed sec,Memory Pages Output sec,Memory Page Reads sec,Memory Demand Zero Faults sec,Memory Available KBytes,Memory Pages sec,Memory Cache Bytes,Memory Pool Nonpaged Bytes,Memory Page Faults sec,Memory Transition Faults sec,Memory System Cache Resident Bytes,Memory Long-Term Average Standby Cache Lifetime (s),Memory Standby Cache Reserve Bytes,Memory Page Writes sec,Memory System Code Total Bytes,Memory Standby Cache Core Bytes,Memory System Driver Resident Bytes,Memory Standby Cache Normal Priority Bytes,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,Memory pct_ Committed Bytes In Use,Memory Free System Page Table Entries,Memory Available MBytes,Memory Modified Page List Bytes,Memory Cache Faults sec,Memory Committed Bytes,Memory System Driver Total Bytes,Memory Pages Input sec,Memory Pool Paged Resident Bytes,Memory Write Copies sec,LogicalDisk(_Total) Avg  Disk Bytes Write,LogicalDisk(_Total) pct_ Idle Time,LogicalDisk(_Total) Disk Reads sec,LogicalDisk(_Total) pct_ Free Space,LogicalDisk(_Total) Disk Read Bytes sec,LogicalDisk(_Total) Avg  Disk sec Read,LogicalDisk(_Total) Disk Writes sec,LogicalDisk(_Total) Current Disk Queue Length,LogicalDisk(_Total) Split IO Sec,LogicalDisk(_Total) Free Megabytes,LogicalDisk(_Total) Avg  Disk sec Write,LogicalDisk(_Total) Disk Bytes sec,LogicalDisk(_Total) Avg  Disk Read Queue Length,LogicalDisk(_Total) pct_ Disk Time,LogicalDisk(_Total) Avg  Disk Bytes Read,LogicalDisk(_Total) Avg  Disk Write Queue Length,LogicalDisk(_Total) Avg  Disk Queue Length,LogicalDisk(_Total) pct_ Disk Read Time,LogicalDisk(_Total) Disk Write Bytes sec,LogicalDisk(_Total) Disk Transfers sec,LogicalDisk(_Total) Avg  Disk Bytes Transfer,LogicalDisk(_Total) pct_ Disk Write Time,LogicalDisk(_Total) Avg  Disk sec Transfer,type
3,46.76085946,0,0.234729691,0,4.303377662,46.76085946,49.37663005,222.6651263,0.704189072,0,44.91161414,0,123.8142418,1259.697124,32946184,69.27582273,606007296,4780146688,68.07276937,2072350720,8.606755324,2.58E+14,2942414848,26038.28543,2072350720,16293.05193,0,2.58E+14,197.798886,0,3299856,2132332544,1521.36123,0,848.9546554,137.3485921,1638,189.1921307,24318.6209,8025.568974,0,56740,11212,0,3355.716843,9902.933745,0,0,13258.65059,0,0,26.86819174,0,27.46971842,1000000000,54.33791016,5,26.86819174,27.46971842,0,0,0,0,0,220549120,709496832,279379968,0,1824464896,5770170368,0,0,0.802035574,374.2498499,1781704,3.408651191,74444800,112844800,1607.279291,1276.339362,74444800,14400,605667328,0,0,202502144,40960,306798592,0,0,59.53810975,12261191,1739,38883328,29.67531625,3435450368,28155904,3.408651191,159555584,0,11751.61905,99.36436352,0.401017787,81.82866468,12319.26642,0.000532075,6.316030148,0,0.200508894,167473,0.002570248,86542.84661,0.000213152,0.547673568,30720,0.016217065,0.016430217,0.007104736,74223.58019,6.717047935,12884.0597,0.540568832,0.002448566,injection
1,88.64871423,0,0.311920464,0,1.481622205,88.64871423,6.89174142,246.7417611,0.077980116,0,5.380628008,0,70.76857144,594.2962967,33018288,57.49322588,588103680,4787163136,60.68729399,2074804224,2.96324441,2.6E+14,2944061440,10628.06199,2074804224,52199.058,0,2.6E+14,200.0969778,0,3306200,2118680576,1556.908572,0,204.8196172,118.1805199,1644,197.1337334,57624.58193,5425.523934,0,56939,11211,0,187.7513158,35.73363692,0,0,223.4849527,0,0,0.199629257,0,1.996292565,1000000000,2.195921822,5,0.199629257,1.996292565,0,0,0,0,0,220901376,539533312,279379968,0,1691115520,5770170368,0,0,0.099814628,398.1605521,1651480,0.099814628,74690560,113635328,1558.60542,1231.812327,74690560,14400,641638400,0,0,202579968,24576,307363840,0,0,61.93366662,12261165,1612,39342080,1.097960911,3573678080,28176384,0.099814628,159891456,2.994438848,10315.54098,99.75287714,0.099814628,81.82866468,1635.362869,0.000258,12.17738465,0,0.998146283,167473,0.000611791,127251.6733,2.58E-05,0.249192011,16384,0.007450008,0.00747576,0.000858405,125616.3104,12.27719928,10364.87805,0.248333606,0.000608915,injection
0,87.37538868,0,0.156536975,0,1.330564284,87.37538868,7.877990484,188.8452374,0,0,6.574552931,0,58.9076921,527.6646501,33018056,55.20091555,578928640,4787175424,55.60164815,2074689536,2.661128567,2.6E+14,2944163840,7037.866275,2074689536,11881.5212,0,2.6E+14,198.8019577,0,3305560,2109120512,1552.337907,0,150.3749079,110.8025637,1646,196.1408291,17107.87576,5226.35456,0,56914,11211,0,148.9723438,75.93882757,0,0,224.9111714,0,0,0.500915749,0,1.502747247,1000000000,2.003662997,5,0.500915749,1.502747247,0,0,0,0,0,220901376,540344320,279379968,0,1692217344,5770170368,0,0,0,402.1351634,1652556,0,74690560,113635328,1552.43809,1214.319959,74690560,14400,641855488,0,0,202579968,24576,307437568,0,0,61.93558324,12261123,1613,39276544,0.10018315,3573788672,28176384,0,159891456,0,27852.8,99.99301319,0,81.82866468,0,0,0.500915749,0,0,167473,0.00046654,13951.90618,0,0.007790282,0,0.000233698,0.000233698,0,13951.90618,0.500915749,27852.8,0.007790282,0.00046654,injection
5,69.05782334,0,0.156296823,0,3.985568997,69.05782334,25.60271206,294.9974731,0.703335705,0,21.64711004,0,124.9412831,1043.344742,32947648,69.82307094,577880064,4780150784,66.52198019,2072072192,7.971137994,2.58E+14,2942414848,28490.61387,2072072192,13803.66101,0,2.58E+14,198.3406689,0,3304744,2099228672,1552.112849,0,929.0069625,136.3450511,1632,190.3695309,22068.2918,8264.630799,0,56725,11211,0,3571.980254,8128.68588,0,0,11700.66613,0,0,27.50908955,0,32.01057693,1000000000,59.51966649,5,27.50908955,32.01057693,0,0,0,0,0,221024256,429973504,279379968,0,1581649920,5770170368,0,0,0.500165265,408.4349551,1544580,1.200396635,75096064,114159616,1584.023393,1216.802056,75096064,14400,641884160,0,0,202604544,24576,307187712,0,0,64.20975443,12261132,1508,39337984,28.90955229,3705012224,28176384,1.200396635,160014336,0,21650.28571,99.98221467,0,81.82866468,0,0,0.70023137,0,0,167473,0.0005778,15160.20924,0,0.01348604,0,0.000404581,0.000404581,0,15160.20924,0.70023137,21650.28571,0.01348604,0.0005778,injection
5,38.48315912,0,1.249962489,0,19.99939982,38.48315912,56.9544168,151.1696529,3.124906222,0,36.79577076,0,391.1802402,1305.401477,33203288,141.3651354,573075456,4797800448,126.8584513,2076839936,39.99879964,2.62E+14,2946969600,130352.1611,2076839936,20006.61825,0,2.62E+14,191.2442608,0,3322808,2105446400,2039.539738,0,4514.580138,268.2235867,1653,151.2454611,42681.76605,22675.1478,0,57134,11211,0,20401.60024,51897.61234,0,0,72299.21259,0,0,164.8759683,0,175.8810389,1000000000,340.7570072,5,164.8759683,175.8810389,0,0,0,0,0,224292864,332996608,279379968,0,1486848000,5770170368,0,0,2.801290723,470.6168414,1452000,4.201936084,75661312,115118080,2229.527277,1657.263601,75661312,14400,642535424,0,0,202592256,16384,308723712,0,0,65.51880305,12261140,1417,47116288,166.676798,3780546560,28196864,4.201936084,163307520,0,18692.71166,99.71607852,0.200092194,81.82866468,6556.621029,0.00089535,16.30751385,0,0.300138292,167473,0.000422003,311388.2753,0.000179065,0.23524994,32768,0.006878444,0.007057508,0.005968821,304831.6542,16.50760604,18863.32121,0.229281119,0.000427741,injection
1,79.19040622,0,0.078122837,0,1.484333899,79.19040622,16.01795046,199.7908862,0,0,14.60897048,0,55.26981494,658.7402356,33016320,52.87112496,576708608,4787204096,55.66959661,2073739264,2.968667798,2.6E+14,2944061440,8976.497576,2073739264,11866.919,0,2.6E+14,199.6819708,0,3304952,2098032640,1591.930583,0,191.3954713,108.5407216,1631,196.713303,17099.66119,5232.74219,0,56859,11211,0,369.2983114,130.7286039,0,0,500.0269153,0,0,0.899508742,0,3.09830789,1000000000,3.997816632,5,0.899508742,3.09830789,0,0,0,0,0,224542720,286900224,279379968,0,1444761600,5770170368,0,0,0.099945416,400.1814449,1410900,0.099945416,75259904,116142080,1599.226598,1265.808691,75259904,14400,642416640,0,0,202772480,4096,312672256,0,0,66.58408655,12261002,1377,48222208,6.896233691,3842015232,28217344,0.099945416,163561472,3.09830789,14375.38462,99.77201031,0,81.82866468,0,0,1.299290406,0,0,167473,0.006455738,18677.79931,0,0.279741254,0,0.008392228,0.008392228,0,18677.79931,1.299290406,14375.38462,0.279741254,0.006455738,injection
3,76.5944096,0,0,0,4.46014107,76.5944096,17.13527381,231.2974004,0.469488534,0,12.59794232,0,159.9439563,663.4266858,33018776,72.85667683,570449920,4787228672,71.55387518,2074894336,8.920282139,2.6E+14,2944176128,30561.12108,2074894336,8449.871279,0,2.6E+14,198.9066421,0,3314912,2092052480,1769.906148,0,1011.876019,144.410552,1640,189.9863599,17161.80612,8711.934842,0,56896,11211,0,4666.735722,9673.903536,0,0,14340.63926,0,0,36.67887719,0,43.59374748,1000000000,80.27262467,5,36.67887719,43.59374748,0,0,0,0,0,224714752,276885504,279379968,0,1432875008,5770170368,0,0,0.501077557,469.4094556,1399292,0.501077557,74612736,116113408,1806.284378,1370.64755,74612736,14400,642367488,0,0,202772480,4096,310849536,0,0,66.57996936,12261010,1366,48091136,32.06896366,3841777664,28217344,0.501077557,163721216,3.307111878,16969.14286,99.93212924,0,81.82866468,0,0,0.70150858,0,0,167473,0.000434571,11903.99931,0,0.010155976,0,0.000304679,0.000304679,0,11903.99931,0.70150858,16969.14286,0.010155976,0.000434571,injection
0,72.35433687,0,0,0,25.07677085,72.35433687,26.33210307,142.7930089,0,0,1.249932504,0,30.99848231,613.6699547,24506640,2.199892293,1689849856,5671649280,1.199941251,3225640960,50.15354171,1.57E+14,4210933760,3254.940638,3225640960,156.392343,0,1.57E+14,199.9892006,0,2543840,1887391744,675.7669145,0,58.59713108,3.399833544,993,149.8356589,402.3802995,245.9879564,0,39521,6083,0,4827.563642,269.9867814,0,0,5097.550424,0,0,5.099750316,0,6.699671984,1000000000,11.7994223,1,5.099750316,6.699671984,0,0,0,0,0,105779200,2633728,123113472,0,561246208,4662874112,0,0,0,839.358905,548092,0,1748992,91107328,675.7669145,20.49899637,1748992,1074,147931136,0,0,186429440,516096,224251904,0,0,89.29933933,12208950,535,33026048,0,4163915776,18178048,0,30851072,0,9216,99.99347435,0,83.15963315,0,0,0.399980417,0,0,170197,0.00045585,3686.219523,0,0.006077672,0,0.00018233,0.00018233,0,3686.219523,0.399980417,9216,0.006077672,0.00045585,normal
0,59.59155607,0,0,0,30.00042091,59.59155607,37.7335014,1022.214567,0.078126096,0,7.734483515,0,38.90055433,2953.742091,24508240,3.600051301,1702764544,5674012672,0.500007125,3194060800,60.00084181,1.57E+14,4214611968,6499.792622,3194060800,6603.094094,0,1.57E+14,199.8465538,0,2543184,1899200512,8923.127155,0,104.1014834,4.100058426,992,139.845712,7528.107276,925.0131814,0,39514,6082,0,4673.166593,266.2037934,0,0,4939.370386,0,0,4.900069826,0,6.900098326,1000000000,11.80016815,1,4.900069826,6.900098326,0,0,0,0,0,105779200,25845760,123113472,0,560291840,4662874112,0,103.0014678,0.20000285,2777.839584,547160,104.5014891,1748992,90886144,8930.927266,6056.086299,1748992,971,124407808,2.800039901,0,186236928,516096,223801344,0,0,88.64939031,12208738,534,8343552,1.80002565,4133609472,18178048,1.500021375,27054080,0,127096.4706,99.92512795,0.20000285,83.15963315,6144.087553,0.0012408,3.400048451,0,0,170197,0.000753012,438278.2455,0.000248163,0.093614313,30720,0.002560276,0.002808439,0.008272116,432134.1579,3.600051301,121742.2222,0.085342197,0.000780111,normal
0,72.95044388,0,0.078128426,0,22.96975722,72.95044388,25.85612379,277.4123171,0.078128426,0,2.890751759,0,38.10169172,1391.66179,24509040,2.700119885,1690755072,5674012672,4.800213129,3204911104,45.00197334,1.57E+14,4214611968,10604.07082,3204911104,8737.587949,0,1.57E+14,197.6649176,0,2548464,1888780288,1282.056923,0,231.4102746,7.500333015,1002,152.6629443,8984.598916,247.0109673,0,39551,6082,0,4932.819017,258.0114557,0,0,5190.830473,0,0,4.800213129,0,8.700386297,1000000000,13.50059943,1,4.800213129,8.700386297,0,0,0,0,0,105783296,3825664,123113472,0,572370944,4662874112,0,7.400328575,3.500155407,1467.965178,558956,46.90208245,1941504,91705344,2384.605877,1043.846347,1941504,1039,163082240,0.300013321,0,185794560,516096,219668480,0,0,88.89245139,12208869,545,7233536,5.30023533,4144943104,18178048,39.50175388,30195712,48.00213129,16489.02564,99.90832098,4.100182048,83.15963315,167943.4567,0.000428351,3.900173168,0,0.900039962,170197,0.000351738,232253.5121,0.001756317,0.104271572,40960,0.00137184,0.003128157,0.058544567,64310.05537,8.000355216,29030.4,0.045728005,0.000391003,normal
0,72.05334673,0,0,0,23.90613047,72.05334673,26.25036875,514.9970748,0.156249219,0,2.343738281,0,31.89981881,920.4947716,24508464,0,1665839104,5674012672,0.099999432,3211923456,47.81226094,1.57E+14,4214611968,3667.779167,3211923456,6553.562776,0,1.57E+14,199.6865016,0,2545672,1865695232,998.594328,0,57.39967397,0.099999432,1000,151.8742406,6553.562776,0,0,39532,6082,0,4837.97252,273.3984471,0,0,5111.370967,0,0,5.099971032,0,7.399957968,1000000000,12.499929,1,5.099971032,7.399957968,0,0,0,0,0,105783296,2203648,123113472,0,598343680,4662874112,0,11.69993354,0.299998296,958.5945552,584320,13.99992048,1933312,91594752,999.1943246,181.7989674,1933312,1090,192290816,0.899994888,0,185786368,516096,218062848,0,0,89.0408179,12208804,570,15138816,0,4151861248,18178048,2.299986936,30216192,0,34950.73684,99.96106019,0.299998296,83.15963315,9420.74649,0.001320067,1.899989208,0,0,170197,0.000480616,75826.7693,0.000396018,0.043639782,31402.66667,0.000913165,0.001309183,0.013199934,66406.02281,2.199987504,34466.90909,0.030438848,0.000595086,normal
0,67.5532098,0,0.078124748,0,25.78116673,67.5532098,30.0002261,620.394981,0.156249495,0,4.218736373,0,130.7989418,1260.289804,24847104,7.399940134,1688240128,5703032832,3.899968449,3228684288,51.56233345,1.59E+14,4221997056,32204.03947,3228684288,8014.535162,0,1.59E+14,199.5306055,0,2575000,1941368832,4306.265162,0,475.6961516,11.29990858,1036,147.9682721,17351.95962,9337.42446,0,40237,6081,0,5856.852618,625.7949373,0,0,6482.647555,0,0,6.799944988,0,9.199925573,1000000000,15.99987056,2,6.799944988,9.199925573,0,0,0,0,0,105390080,6012928,123113472,0,571514880,4662874112,0,745.2939706,66.39946283,1004.391874,558120,1160.090615,1961984,91897856,4587.862884,3060.075244,1961984,1117,174948352,23.89980665,0,181948416,761856,208605184,0,0,89.43233334,12208808,545,167936,27.19977995,4170117120,18178048,414.7966443,38985728,48.49960764,112462.4818,98.69009523,62.99949033,83.15963315,1655129.01,0.000600977,27.39977834,0,2.899976539,170197,0.000433092,4736576.081,0.037861458,1.657604646,26272.10159,0.011866692,0.049728149,1.262048924,3081447.071,90.39926867,52396.17699,0.395556722,0.000550092,normal
0,72.43336871,0,0,0,25.07801792,72.43336871,26.17219024,144.7001288,0.078124666,0,1.09374533,0,33.00002937,580.5005166,24847056,0,1702297600,5703032832,0.900000801,3236245504,50.15603583,1.59E+14,4221997056,3275.002915,3236245504,21708.81932,0,1.59E+14,199.8428967,0,2573912,1955840000,747.8006655,0,61.00005429,0.900000801,1030,149.6868608,21708.81932,0,0,40213,6081,0,4867.804332,294.400262,0,0,5162.204594,0,0,5.400004806,0,8.100007209,1000000000,13.50001202,2,5.400004806,8.100007209,0,0,0,0,0,105406464,2166784,123113472,0,550785024,4662874112,0,0,0.200000178,684.1006088,537876,0.200000178,1994752,91930624,751.2006686,196.9001752,1994752,1069,170729472,0,0,181940224,761856,195948544,0,0,89.57657125,12208783,525,2195456,1.600001424,4176842752,18178048,0.200000178,39059456,0,16896,99.96361016,0.200000178,83.15963315,819.2007291,0.00031865,1.600001424,0,0,170197,0.000651688,27852.82479,6.37E-05,0.036880843,4096,0.001042696,0.001106425,0.002123991,27033.62406,1.800001602,15473.77778,0.034756852,0.000614683,normal
